run_time_kst,timeframe,symbol,inst_id,pattern
2026-09-05 08:57:29,30분봉,CRCLUSDT.P,CRCL-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 08:57:29,30분봉,SKHYUSDT.P,SKHY-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 08:57:29,30분봉,SOXLUSDT.P,SOXL-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 08:57:29,30분봉,QQQUSDT.P,QQQ-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 08:57:29,30분봉,PLTRUSDT.P,PLTR-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 08:57:29,30분봉,TSMUSDT.P,TSM-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 08:57:29,30분봉,AMZNUSDT.P,AMZN-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 08:57:29,1시간봉,BTCUSDT.P,BTC-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 08:57:29,1시간봉,SOLUSDT.P,SOL-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 08:57:29,1시간봉,SNDKUSDT.P,SNDK-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 08:57:29,1시간봉,TSLAUSDT.P,TSLA-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 08:57:29,1시간봉,MSTRUSDT.P,MSTR-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 08:57:29,1시간봉,GOOGLUSDT.P,GOOGL-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 08:57:29,1시간봉,NVDAUSDT.P,NVDA-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 08:57:29,1시간봉,METAUSDT.P,META-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 08:57:29,1시간봉,CLUSDT.P,CL-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 08:57:29,1시간봉,AMZNUSDT.P,AMZN-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 13:13:13,15분봉,ETHUSDT.P,ETH-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 13:13:13,15분봉,BTCUSDT.P,BTC-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 13:13:13,15분봉,SOLUSDT.P,SOL-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 13:13:13,15분봉,SNDKUSDT.P,SNDK-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 13:13:13,15분봉,CRCLUSDT.P,CRCL-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 13:13:13,15분봉,MSTRUSDT.P,MSTR-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 13:13:13,15분봉,GOOGLUSDT.P,GOOGL-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 13:13:13,15분봉,EWYUSDT.P,EWY-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 13:13:13,15분봉,TSMUSDT.P,TSM-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 13:13:13,15분봉,KORUUSDT.P,KORU-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 13:13:13,30분봉,ETHUSDT.P,ETH-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 13:13:13,30분봉,ONDOUSDT.P,ONDO-USDT-SWAP,양봉 · 음봉 · 음봉
2026-09-05 13:13:13,30분봉,TSLAUSDT.P,TSLA-USDT-SWAP,음봉 · 양봉 · 양봉
2026-09-05 13:13:13,30분봉,AAPLUSDT.P,AAPL-USDT-SWAP,음봉 · 양봉 · 양봉
